pack_number,zip,pack_name,class,subclass,specialization,ability,monster,boss,support_npc,weather,terrain,sun_variant,glb_modules,texture_png,audio_wav,config_docs,size_bytes
1157,1157_phantom_shift_chrono_collapse_combat_magic_upgrade_1157.zip,Phantom-Shift Chrono-Collapse Combat Magic Upgrade 1157,Phantom-Shift,Neural-Linker,Shadow-Anchor,Chrono-Collapse,The Grid-Rushers,The Syndicate Lich,The Grand Archivist,acid rain,glass shard soundwave,archive white-gold,8,12,5,11,87004
1158,1158_sylvan_warden_vine_pull_combat_magic_upgrade_1158.zip,Sylvan Warden Vine-Pull Combat Magic Upgrade 1158,Sylvan Warden,Apex Flora,Ablative Carapace,Vine-Pull,The Siphon-Ticks,The Apex Chimera,Tidespeaker Nami,snow squall,root snare,void blacklight sun,8,12,5,11,128060
1159,1159_flux_caster_the_maelstrom_combat_magic_upgrade_1159.zip,Flux-Caster The Maelstrom Combat Magic Upgrade 1159,Flux-Caster,Geo-Mage,Spell-Strike,The Maelstrom,The Venom-Spitter,The Astral Sovereign,Beastmaster Thorne,zero-g starstorm,starfield dust,festival magenta sun,8,12,5,11,108884
1160,1160_protocol_weaver_final_revision_combat_magic_upgrade_1160.zip,Protocol Weaver Final Revision Combat Magic Upgrade 1160,Protocol Weaver,EPI-Savant,Reality Tearing,Final Revision,Nexus Warden,The Null Anomaly,Director Vance,fog bank,glass shard soundwave,cold blue sunrise,8,12,5,11,109293
1161,1161_apex_mutator_apex_ascendancy_combat_magic_upgrade_1161.zip,Apex Mutator Apex Ascendancy Combat Magic Upgrade 1161,Apex Mutator,Biomech Beast,Feral Regeneration,Apex Ascendancy,The Void Anomaly,The Ivory Behemoth,The Grand Archivist,tidal surge,root snare,golden sanctuary sun,8,12,5,11,125825
1162,1162_resonant_tremor_vault_combat_magic_upgrade_1162.zip,Resonant Tremor Vault Combat Magic Upgrade 1162,Resonant,Tempo-Weaver,Halftime Stasis,Tremor Vault,The Scrap-Phalanx,The Ascendant Colossus,Tidespeaker Nami,clear dawn,starfield dust,ash-orange glare,8,12,5,11,108423
1163,1163_packmaster_the_latch_combat_magic_upgrade_1163.zip,Packmaster The Latch Combat Magic Upgrade 1163,Packmaster,Feral Vanguard,Pack Mentality,The Latch,The Iron-Jaw Hound,The Resonant Behemoth,Beastmaster Thorne,amber dusk,glass shard soundwave,eclipse violet rim,8,12,5,11,83777
1164,1164_orbital_striker_the_master_aviator_combat_magic_upgrade_1164.zip,Orbital Striker The Master Aviator Combat Magic Upgrade 1164,Orbital Striker,Grav-Architect,Singularity Tether,The Master Aviator,The Nexus Swarmers,The Data-Forged Evolvarch,Director Vance,acid rain,root snare,storm green cast,8,12,5,11,86312
1165,1165_scrap_tek_magnetic_tether_combat_magic_upgrade_1165.zip,Scrap-Tek Magnetic Tether Combat Magic Upgrade 1165,Scrap-Tek,Shock-Jockey,Static Grid,Magnetic Tether,The Sylvan Juggernaut,The Resonance Maestro,The Grand Archivist,snow squall,starfield dust,molten red noon,8,12,5,11,95357
1166,1166_kinetic_juggernaut_ground_zero_combat_magic_upgrade_1166.zip,Kinetic Juggernaut Ground Zero Combat Magic Upgrade 1166,Kinetic Juggernaut,Inertia Bastion,Heavy Grapple,Ground Zero,The Gnarl-Maws,The Syndicate Lich,Tidespeaker Nami,zero-g starstorm,glass shard soundwave,deep-water cyan bloom,8,12,5,11,126736
1167,1167_phantom_shift_vaulting_stutter_combat_magic_upgrade_1167.zip,Phantom-Shift Vaulting Stutter Combat Magic Upgrade 1167,Phantom-Shift,Glass-Cannon,Sensory Feedback,Vaulting Stutter,The Aegis Carapace,The Apex Chimera,Beastmaster Thorne,fog bank,root snare,archive white-gold,8,12,5,11,86443
1168,1168_sylvan_warden_briar_web_combat_magic_upgrade_1168.zip,Sylvan Warden Briar Web Combat Magic Upgrade 1168,Sylvan Warden,Root-Binder,Photosynthesis,Briar Web,The Tremor-Fiend,The Astral Sovereign,Director Vance,tidal surge,starfield dust,void blacklight sun,8,12,5,11,127174
1169,1169_flux_caster_ley_line_pull_combat_magic_upgrade_1169.zip,Flux-Caster Ley-Line Pull Combat Magic Upgrade 1169,Flux-Caster,Elemental Weaver,Blizzard,Ley-Line Pull,The Scrap-Stalker,The Null Anomaly,The Grand Archivist,clear dawn,glass shard soundwave,festival magenta sun,8,12,5,11,109298
1170,1170_protocol_weaver_frame_trap_combat_magic_upgrade_1170.zip,Protocol Weaver Frame-Trap Combat Magic Upgrade 1170,Protocol Weaver,Anomaly,Biomechanical Shift,Frame-Trap,The Grid-Rushers,The Ivory Behemoth,Tidespeaker Nami,amber dusk,root snare,cold blue sunrise,8,12,5,11,109608
1171,1171_apex_mutator_omega_cleave_combat_magic_upgrade_1171.zip,Apex Mutator Omega Cleave Combat Magic Upgrade 1171,Apex Mutator,Chimera Strand,Earth-Shaker,Omega Cleave,The Siphon-Ticks,The Ascendant Colossus,Beastmaster Thorne,acid rain,starfield dust,golden sanctuary sun,8,12,5,11,126460
1172,1172_resonant_sub_woofer_slam_combat_magic_upgrade_1172.zip,Resonant Sub-Woofer Slam Combat Magic Upgrade 1172,Resonant,Sonic Vanguard,Psychoacoustic Illusion,Sub-Woofer Slam,The Venom-Spitter,The Resonant Behemoth,Director Vance,snow squall,glass shard soundwave,ash-orange glare,8,12,5,11,109232
1173,1173_packmaster_dual_latch_combat_magic_upgrade_1173.zip,Packmaster Dual-Latch Combat Magic Upgrade 1173,Packmaster,Outward Hunter,Mounted Artillery,Dual-Latch,Nexus Warden,The Data-Forged Evolvarch,The Grand Archivist,zero-g starstorm,root snare,eclipse violet rim,8,12,5,11,83877
1174,1174_orbital_striker_exosphere_stasis_combat_magic_upgrade_1174.zip,Orbital Striker Exosphere Stasis Combat Magic Upgrade 1174,Orbital Striker,Orbital Bombardment,Kinetic Rods,Exosphere Stasis,The Void Anomaly,The Resonance Maestro,Tidespeaker Nami,fog bank,starfield dust,storm green cast,8,12,5,11,86267
1175,1175_scrap_tek_junkyard_titan_combat_magic_upgrade_1175.zip,Scrap-Tek Junkyard Titan Combat Magic Upgrade 1175,Scrap-Tek,Exo-Brawler,Hydraulic Leap,Junkyard Titan,The Scrap-Phalanx,The Syndicate Lich,Beastmaster Thorne,tidal surge,glass shard soundwave,molten red noon,8,12,5,11,95586
1176,1176_kinetic_juggernaut_crater_drop_combat_magic_upgrade_1176.zip,Kinetic Juggernaut Crater Drop Combat Magic Upgrade 1176,Kinetic Juggernaut,Counter-Weight,Kinetic Absorption,Crater Drop,The Iron-Jaw Hound,The Apex Chimera,Director Vance,clear dawn,root snare,deep-water cyan bloom,8,12,5,11,127313
1177,1177_phantom_shift_stutter_step_combat_magic_upgrade_1177.zip,Phantom-Shift Stutter-Step Combat Magic Upgrade 1177,Phantom-Shift,Void-Walker,Phase-Shift Assassination,Stutter-Step,The Nexus Swarmers,The Astral Sovereign,The Grand Archivist,amber dusk,starfield dust,archive white-gold,8,12,5,11,86723
1178,1178_sylvan_warden_bramble_slam_combat_magic_upgrade_1178.zip,Sylvan Warden Bramble-Slam Combat Magic Upgrade 1178,Sylvan Warden,Iron-Bark,Thorns & Tethers,Bramble-Slam,The Sylvan Juggernaut,The Null Anomaly,Tidespeaker Nami,acid rain,glass shard soundwave,void blacklight sun,8,12,5,11,127423
1179,1179_flux_caster_flux_parry_combat_magic_upgrade_1179.zip,Flux-Caster Flux-Parry Combat Magic Upgrade 1179,Flux-Caster,Aether-Blade,Superconduct,Flux-Parry,The Gnarl-Maws,The Ivory Behemoth,Beastmaster Thorne,snow squall,root snare,festival magenta sun,8,12,5,11,109889
1180,1180_protocol_weaver_the_red_pen_combat_magic_upgrade_1180.zip,Protocol Weaver The Red Pen Combat Magic Upgrade 1180,Protocol Weaver,Front-Matter Architect,Cognitive Override,The Red Pen,The Aegis Carapace,The Ascendant Colossus,Director Vance,zero-g starstorm,starfield dust,cold blue sunrise,8,12,5,11,109400
1181,1181_apex_mutator_beta_trigger_combat_magic_upgrade_1181.zip,Apex Mutator Beta Trigger Combat Magic Upgrade 1181,Apex Mutator,Data-Code Deviant,Scrap-Armor,Beta Trigger,The Tremor-Fiend,The Resonant Behemoth,The Grand Archivist,fog bank,glass shard soundwave,golden sanctuary sun,8,12,5,11,126315
1182,1182_resonant_festival_headliner_combat_magic_upgrade_1182.zip,Resonant Festival Headliner Combat Magic Upgrade 1182,Resonant,Wakaan Mystic,Accelerando,Festival Headliner,The Scrap-Stalker,The Data-Forged Evolvarch,Tidespeaker Nami,tidal surge,root snare,ash-orange glare,8,12,5,11,108176
1183,1183_packmaster_meat_shield_combat_magic_upgrade_1183.zip,Packmaster Meat-Shield Combat Magic Upgrade 1183,Packmaster,Hound-Rider,Blood-Scent,Meat-Shield,The Grid-Rushers,The Resonance Maestro,Beastmaster Thorne,clear dawn,starfield dust,eclipse violet rim,8,12,5,11,83117
1184,1184_orbital_striker_orbital_singularity_combat_magic_upgrade_1184.zip,Orbital Striker Orbital Singularity Combat Magic Upgrade 1184,Orbital Striker,Zero-G Brawler,Frictionless Dash,Orbital Singularity,The Siphon-Ticks,The Syndicate Lich,Director Vance,amber dusk,glass shard soundwave,storm green cast,8,12,5,11,87199
1185,1185_scrap_tek_emp_grid_combat_magic_upgrade_1185.zip,Scrap-Tek EMP Grid Combat Magic Upgrade 1185,Scrap-Tek,Scavenger,Hunter-Killer Drones,EMP Grid,The Venom-Spitter,The Apex Chimera,The Grand Archivist,acid rain,root snare,molten red noon,8,12,5,11,95161
1186,1186_kinetic_juggernaut_release_valve_combat_magic_upgrade_1186.zip,Kinetic Juggernaut Release Valve Combat Magic Upgrade 1186,Kinetic Juggernaut,Momentum Engine,Inertial Mass,Release Valve,Nexus Warden,The Astral Sovereign,Tidespeaker Nami,snow squall,starfield dust,deep-water cyan bloom,8,12,5,11,126360
1187,1187_phantom_shift_singularity_event_combat_magic_upgrade_1187.zip,Phantom-Shift Singularity Event Combat Magic Upgrade 1187,Phantom-Shift,Chrono-Blade,Time-Loop,Singularity Event,The Void Anomaly,The Null Anomaly,Beastmaster Thorne,zero-g starstorm,glass shard soundwave,archive white-gold,8,12,5,11,86715
1188,1188_sylvan_warden_vine_whip_combat_magic_upgrade_1188.zip,Sylvan Warden Vine-Whip Combat Magic Upgrade 1188,Sylvan Warden,Verdant Weaver,Canopy Assault,Vine-Whip,The Scrap-Phalanx,The Ivory Behemoth,Director Vance,fog bank,root snare,void blacklight sun,8,12,5,11,127318
1189,1189_flux_caster_avatar_of_flux_combat_magic_upgrade_1189.zip,Flux-Caster Avatar of Flux Combat Magic Upgrade 1189,Flux-Caster,Storm-Caller,Hurricane,Avatar of Flux,The Iron-Jaw Hound,The Ascendant Colossus,The Grand Archivist,tidal surge,starfield dust,festival magenta sun,8,12,5,11,109187
1190,1190_protocol_weaver_syntax_strike_combat_magic_upgrade_1190.zip,Protocol Weaver Syntax Strike Combat Magic Upgrade 1190,Protocol Weaver,Evolutionary Coder,Foundation Warding,Syntax Strike,The Nexus Swarmers,The Resonant Behemoth,Tidespeaker Nami,clear dawn,glass shard soundwave,cold blue sunrise,8,12,5,11,108683
1191,1191_apex_mutator_alpha_trigger_combat_magic_upgrade_1191.zip,Apex Mutator Alpha Trigger Combat Magic Upgrade 1191,Apex Mutator,Primal Catalyst,Corrupted File,Alpha Trigger,The Sylvan Juggernaut,The Data-Forged Evolvarch,Beastmaster Thorne,amber dusk,root snare,golden sanctuary sun,8,12,5,11,126700
1192,1192_resonant_dual_woofer_slam_combat_magic_upgrade_1192.zip,Resonant Dual-Woofer Slam Combat Magic Upgrade 1192,Resonant,Sub-Bass Architect,Reverb Deflection,Dual-Woofer Slam,The Gnarl-Maws,The Resonance Maestro,Director Vance,acid rain,starfield dust,ash-orange glare,8,12,5,11,108682
1193,1193_packmaster_heel_heel_strike_combat_magic_upgrade_1193.zip,Packmaster Heel & Heel-Strike Combat Magic Upgrade 1193,Packmaster,Alpha-Handler,Territorial Divide,Heel & Heel-Strike,The Aegis Carapace,The Syndicate Lich,The Grand Archivist,snow squall,glass shard soundwave,eclipse violet rim,8,12,5,11,83792
1194,1194_orbital_striker_the_grav_lift_combat_magic_upgrade_1194.zip,Orbital Striker The Grav-Lift Combat Magic Upgrade 1194,Orbital Striker,Thruster-Junkie,Satellite Painting,The Grav-Lift,The Tremor-Fiend,The Apex Chimera,Tidespeaker Nami,zero-g starstorm,root snare,storm green cast,8,12,5,11,86473
1195,1195_scrap_tek_wrecking_ball_combat_magic_upgrade_1195.zip,Scrap-Tek Wrecking Ball Combat Magic Upgrade 1195,Scrap-Tek,Field-Mechanic,Piston-Strike,Wrecking Ball,The Scrap-Stalker,The Astral Sovereign,Beastmaster Thorne,fog bank,starfield dust,molten red noon,8,12,5,11,96205
1196,1196_kinetic_juggernaut_heavy_handed_combat_magic_upgrade_1196.zip,Kinetic Juggernaut Heavy-Handed Combat Magic Upgrade 1196,Kinetic Juggernaut,Seismic Brawler,Aggro Manipulation,Heavy-Handed,The Grid-Rushers,The Null Anomaly,Director Vance,tidal surge,glass shard soundwave,deep-water cyan bloom,8,12,5,11,125886
1197,1197_phantom_shift_time_dilation_aura_combat_magic_upgrade_1197.zip,Phantom-Shift Time-Dilation Aura Combat Magic Upgrade 1197,Phantom-Shift,Neural-Linker,Momentum Drift,Time-Dilation Aura,The Siphon-Ticks,The Ivory Behemoth,The Grand Archivist,clear dawn,root snare,archive white-gold,8,12,5,11,87401
1198,1198_sylvan_warden_master_gardener_combat_magic_upgrade_1198.zip,Sylvan Warden Master Gardener Combat Magic Upgrade 1198,Sylvan Warden,Apex Flora,The Overgrowth,Master Gardener,The Venom-Spitter,The Ascendant Colossus,Tidespeaker Nami,amber dusk,starfield dust,void blacklight sun,8,12,5,11,126917
1199,1199_flux_caster_frame_trap_decoy_combat_magic_upgrade_1199.zip,Flux-Caster Frame-Trap Decoy Combat Magic Upgrade 1199,Flux-Caster,Geo-Mage,Crystal Carapace,Frame-Trap Decoy,Nexus Warden,The Resonant Behemoth,Beastmaster Thorne,acid rain,glass shard soundwave,festival magenta sun,8,12,5,11,108993
1200,1200_protocol_weaver_system_override_combat_magic_upgrade_1200.zip,Protocol Weaver System Override Combat Magic Upgrade 1200,Protocol Weaver,EPI-Savant,Structural Revision,System Override,The Void Anomaly,The Data-Forged Evolvarch,Director Vance,snow squall,root snare,cold blue sunrise,8,12,5,11,109363
1201,1201_apex_mutator_the_anomaly_virus_combat_magic_upgrade_1201.zip,Apex Mutator The Anomaly Virus Combat Magic Upgrade 1201,Apex Mutator,Biomech Beast,Cyber-Strike,The Anomaly Virus,The Scrap-Phalanx,The Resonance Maestro,The Grand Archivist,zero-g starstorm,starfield dust,golden sanctuary sun,8,12,5,11,125613
1202,1202_resonant_wall_of_sound_combat_magic_upgrade_1202.zip,Resonant Wall of Sound Combat Magic Upgrade 1202,Resonant,Tempo-Weaver,Low-Frequency Disruption,Wall of Sound,The Iron-Jaw Hound,The Syndicate Lich,Tidespeaker Nami,fog bank,glass shard soundwave,ash-orange glare,8,12,5,11,108774
1203,1203_packmaster_release_the_hound_combat_magic_upgrade_1203.zip,Packmaster Release the Hound Combat Magic Upgrade 1203,Packmaster,Feral Vanguard,Coordinated Assault,Release the Hound,The Nexus Swarmers,The Apex Chimera,Beastmaster Thorne,tidal surge,root snare,eclipse violet rim,8,12,5,11,83965
1204,1204_orbital_striker_tractor_grapple_combat_magic_upgrade_1204.zip,Orbital Striker Tractor Grapple Combat Magic Upgrade 1204,Orbital Striker,Grav-Architect,Meteor Crash,Tractor Grapple,The Sylvan Juggernaut,The Astral Sovereign,Director Vance,clear dawn,starfield dust,storm green cast,8,12,5,11,87147
1205,1205_scrap_tek_junkyard_turret_combat_magic_upgrade_1205.zip,Scrap-Tek Junkyard Turret Combat Magic Upgrade 1205,Scrap-Tek,Shock-Jockey,Shrapnel Storm,Junkyard Turret,The Gnarl-Maws,The Null Anomaly,The Grand Archivist,amber dusk,glass shard soundwave,molten red noon,8,12,5,11,94917
1206,1206_kinetic_juggernaut_dual_release_combat_magic_upgrade_1206.zip,Kinetic Juggernaut Dual Release Combat Magic Upgrade 1206,Kinetic Juggernaut,Inertia Bastion,The Stampede,Dual Release,The Aegis Carapace,The Ivory Behemoth,Tidespeaker Nami,acid rain,root snare,deep-water cyan bloom,8,12,5,11,125741
1207,1207_phantom_shift_blink_parry_combat_magic_upgrade_1207.zip,Phantom-Shift Blink-Parry Combat Magic Upgrade 1207,Phantom-Shift,Glass-Cannon,Temporal Stutter,Blink-Parry,The Tremor-Fiend,The Ascendant Colossus,Beastmaster Thorne,snow squall,starfield dust,archive white-gold,8,12,5,11,86554
1208,1208_sylvan_warden_frame_trap_substitution_combat_magic_upgrade_1208.zip,Sylvan Warden Frame-Trap Substitution Combat Magic Upgrade 1208,Sylvan Warden,Root-Binder,Ablative Carapace,Frame-Trap Substitution,The Scrap-Stalker,The Resonant Behemoth,Director Vance,zero-g starstorm,glass shard soundwave,void blacklight sun,8,12,5,11,127312
1209,1209_flux_caster_elemental_dive_combat_magic_upgrade_1209.zip,Flux-Caster Elemental Dive Combat Magic Upgrade 1209,Flux-Caster,Elemental Weaver,Elemental Ward,Elemental Dive,The Grid-Rushers,The Data-Forged Evolvarch,The Grand Archivist,fog bank,root snare,festival magenta sun,8,12,5,11,109776
1210,1210_protocol_weaver_grapple_syntax_combat_magic_upgrade_1210.zip,Protocol Weaver Grapple Syntax Combat Magic Upgrade 1210,Protocol Weaver,Anomaly,Timeline Splintering,Grapple Syntax,The Siphon-Ticks,The Resonance Maestro,Tidespeaker Nami,tidal surge,starfield dust,cold blue sunrise,8,12,5,11,109356
1211,1211_apex_mutator_assimilation_roar_combat_magic_upgrade_1211.zip,Apex Mutator Assimilation Roar Combat Magic Upgrade 1211,Apex Mutator,Chimera Strand,Feral Regeneration,Assimilation Roar,The Venom-Spitter,The Syndicate Lich,Beastmaster Thorne,clear dawn,glass shard soundwave,golden sanctuary sun,8,12,5,11,126655
1212,1212_resonant_acoustic_counter_combat_magic_upgrade_1212.zip,Resonant Acoustic Counter Combat Magic Upgrade 1212,Resonant,Sonic Vanguard,Acoustic Shielding,Acoustic Counter,Nexus Warden,The Apex Chimera,Director Vance,amber dusk,root snare,ash-orange glare,8,12,5,11,108500
1213,1213_packmaster_alpha_s_command_combat_magic_upgrade_1213.zip,Packmaster Alpha's Command Combat Magic Upgrade 1213,Packmaster,Outward Hunter,Flanking Maneuvers,Alpha's Command,The Void Anomaly,The Astral Sovereign,The Grand Archivist,acid rain,starfield dust,eclipse violet rim,8,12,5,11,83742
1214,1214_orbital_striker_thruster_parry_combat_magic_upgrade_1214.zip,Orbital Striker Thruster Parry Combat Magic Upgrade 1214,Orbital Striker,Orbital Bombardment,Singularity Tether,Thruster Parry,The Scrap-Phalanx,The Null Anomaly,Tidespeaker Nami,snow squall,glass shard soundwave,storm green cast,8,12,5,11,87011
1215,1215_scrap_tek_hydraulic_piston_combat_magic_upgrade_1215.zip,Scrap-Tek Hydraulic Piston Combat Magic Upgrade 1215,Scrap-Tek,Exo-Brawler,Overcharge,Hydraulic Piston,The Iron-Jaw Hound,The Ivory Behemoth,Beastmaster Thorne,zero-g starstorm,root snare,molten red noon,8,12,5,11,95283
1216,1216_kinetic_juggernaut_gravity_well_combat_magic_upgrade_1216.zip,Kinetic Juggernaut Gravity Well Combat Magic Upgrade 1216,Kinetic Juggernaut,Counter-Weight,Tectonic Slams,Gravity Well,The Nexus Swarmers,The Ascendant Colossus,Director Vance,fog bank,starfield dust,deep-water cyan bloom,8,12,5,11,125900
1217,1217_phantom_shift_reality_shatter_combat_magic_upgrade_1217.zip,Phantom-Shift Reality Shatter Combat Magic Upgrade 1217,Phantom-Shift,Void-Walker,Sensory Feedback,Reality Shatter,The Sylvan Juggernaut,The Resonant Behemoth,The Grand Archivist,tidal surge,glass shard soundwave,archive white-gold,8,12,5,11,86681
1218,1218_sylvan_warden_vine_pull_combat_magic_upgrade_1218.zip,Sylvan Warden Vine-Pull Combat Magic Upgrade 1218,Sylvan Warden,Iron-Bark,Briar-Patch,Vine-Pull,The Gnarl-Maws,The Data-Forged Evolvarch,Tidespeaker Nami,clear dawn,root snare,void blacklight sun,8,12,5,11,127715
1219,1219_flux_caster_stance_dance_combat_magic_upgrade_1219.zip,Flux-Caster Stance Dance Combat Magic Upgrade 1219,Flux-Caster,Aether-Blade,Magma Flow,Stance Dance,The Aegis Carapace,The Resonance Maestro,Beastmaster Thorne,amber dusk,starfield dust,festival magenta sun,8,12,5,11,109541
1220,1220_protocol_weaver_structural_rewrite_combat_magic_upgrade_1220.zip,Protocol Weaver Structural Rewrite Combat Magic Upgrade 1220,Protocol Weaver,Front-Matter Architect,Biomechanical Shift,Structural Rewrite,The Tremor-Fiend,The Syndicate Lich,Director Vance,acid rain,glass shard soundwave,cold blue sunrise,8,12,5,11,109739
1221,1221_apex_mutator_dna_siphon_combat_magic_upgrade_1221.zip,Apex Mutator DNA Siphon Combat Magic Upgrade 1221,Apex Mutator,Data-Code Deviant,Apex Predator,DNA Siphon,The Scrap-Stalker,The Apex Chimera,The Grand Archivist,snow squall,root snare,golden sanctuary sun,8,12,5,11,125912
1222,1222_resonant_metric_strike_combat_magic_upgrade_1222.zip,Resonant Metric Strike Combat Magic Upgrade 1222,Resonant,Wakaan Mystic,Ethereal Resonance,Metric Strike,The Grid-Rushers,The Astral Sovereign,Tidespeaker Nami,zero-g starstorm,starfield dust,ash-orange glare,8,12,5,11,108967
