pack_number,zip,pack_name,class,subclass,specialization,ability,monster,boss,support_npc,weather,terrain,sun_variant,glb_modules,texture_png,audio_wav,config_docs,size_bytes
708,0708_sylvan_warden_vine_whip_combat_magic_upgrade_0708.zip,Sylvan Warden Vine-Whip Combat Magic Upgrade 0708,Sylvan Warden,Verdant Weaver,Canopy Assault,Vine-Whip,The Iron-Jaw Hound,The Apex Chimera,Director Vance,amber dusk,root snare,void blacklight sun,8,12,5,11,127609
709,0709_flux_caster_frame_trap_decoy_combat_magic_upgrade_0709.zip,Flux-Caster Frame-Trap Decoy Combat Magic Upgrade 0709,Flux-Caster,Storm-Caller,Hurricane,Frame-Trap Decoy,The Nexus Swarmers,The Astral Sovereign,The Grand Archivist,acid rain,starfield dust,festival magenta sun,8,12,5,11,109054
710,0710_protocol_weaver_system_override_combat_magic_upgrade_0710.zip,Protocol Weaver System Override Combat Magic Upgrade 0710,Protocol Weaver,Evolutionary Coder,Foundation Warding,System Override,The Sylvan Juggernaut,The Null Anomaly,Tidespeaker Nami,snow squall,glass shard soundwave,cold blue sunrise,8,12,5,11,109222
711,0711_apex_mutator_the_anomaly_virus_combat_magic_upgrade_0711.zip,Apex Mutator The Anomaly Virus Combat Magic Upgrade 0711,Apex Mutator,Primal Catalyst,Corrupted File,The Anomaly Virus,The Gnarl-Maws,The Ivory Behemoth,Beastmaster Thorne,zero-g starstorm,root snare,golden sanctuary sun,8,12,5,11,126888
712,0712_resonant_the_soundscape_combat_magic_upgrade_0712.zip,Resonant The Soundscape Combat Magic Upgrade 0712,Resonant,Sub-Bass Architect,Reverb Deflection,The Soundscape,The Aegis Carapace,The Ascendant Colossus,Director Vance,fog bank,starfield dust,ash-orange glare,8,12,5,11,108547
713,0713_packmaster_release_the_hound_combat_magic_upgrade_0713.zip,Packmaster Release the Hound Combat Magic Upgrade 0713,Packmaster,Alpha-Handler,Territorial Divide,Release the Hound,The Tremor-Fiend,The Resonant Behemoth,The Grand Archivist,tidal surge,glass shard soundwave,eclipse violet rim,8,12,5,11,83173
714,0714_orbital_striker_the_rod_of_god_combat_magic_upgrade_0714.zip,Orbital Striker The Rod of God Combat Magic Upgrade 0714,Orbital Striker,Thruster-Junkie,Satellite Painting,The Rod of God,The Scrap-Stalker,The Data-Forged Evolvarch,Tidespeaker Nami,clear dawn,root snare,storm green cast,8,12,5,11,86799
715,0715_scrap_tek_wrecking_ball_combat_magic_upgrade_0715.zip,Scrap-Tek Wrecking Ball Combat Magic Upgrade 0715,Scrap-Tek,Field-Mechanic,Piston-Strike,Wrecking Ball,The Grid-Rushers,The Resonance Maestro,Beastmaster Thorne,amber dusk,starfield dust,molten red noon,8,12,5,11,95137
716,0716_kinetic_juggernaut_kinetic_guard_combat_magic_upgrade_0716.zip,Kinetic Juggernaut Kinetic Guard Combat Magic Upgrade 0716,Kinetic Juggernaut,Seismic Brawler,Aggro Manipulation,Kinetic Guard,The Siphon-Ticks,The Syndicate Lich,Director Vance,acid rain,glass shard soundwave,deep-water cyan bloom,8,12,5,11,126707
717,0717_phantom_shift_blink_parry_combat_magic_upgrade_0717.zip,Phantom-Shift Blink-Parry Combat Magic Upgrade 0717,Phantom-Shift,Neural-Linker,Momentum Drift,Blink-Parry,The Venom-Spitter,The Apex Chimera,The Grand Archivist,snow squall,root snare,archive white-gold,8,12,5,11,85792
718,0718_sylvan_warden_master_gardener_combat_magic_upgrade_0718.zip,Sylvan Warden Master Gardener Combat Magic Upgrade 0718,Sylvan Warden,Apex Flora,The Overgrowth,Master Gardener,Nexus Warden,The Astral Sovereign,Tidespeaker Nami,zero-g starstorm,starfield dust,void blacklight sun,8,12,5,11,127075
719,0719_flux_caster_elemental_dive_combat_magic_upgrade_0719.zip,Flux-Caster Elemental Dive Combat Magic Upgrade 0719,Flux-Caster,Geo-Mage,Crystal Carapace,Elemental Dive,The Void Anomaly,The Null Anomaly,Beastmaster Thorne,fog bank,glass shard soundwave,festival magenta sun,8,12,5,11,108853
720,0720_protocol_weaver_grapple_syntax_combat_magic_upgrade_0720.zip,Protocol Weaver Grapple Syntax Combat Magic Upgrade 0720,Protocol Weaver,EPI-Savant,Structural Revision,Grapple Syntax,The Scrap-Phalanx,The Ivory Behemoth,Director Vance,tidal surge,root snare,cold blue sunrise,8,12,5,11,109673
721,0721_apex_mutator_assimilation_roar_combat_magic_upgrade_0721.zip,Apex Mutator Assimilation Roar Combat Magic Upgrade 0721,Apex Mutator,Biomech Beast,Cyber-Strike,Assimilation Roar,The Iron-Jaw Hound,The Ascendant Colossus,The Grand Archivist,clear dawn,starfield dust,golden sanctuary sun,8,12,5,11,125772
722,0722_resonant_tectonic_shift_combat_magic_upgrade_0722.zip,Resonant Tectonic Shift Combat Magic Upgrade 0722,Resonant,Tempo-Weaver,Low-Frequency Disruption,Tectonic Shift,The Nexus Swarmers,The Resonant Behemoth,Tidespeaker Nami,amber dusk,glass shard soundwave,ash-orange glare,8,12,5,11,109501
723,0723_packmaster_alpha_s_command_combat_magic_upgrade_0723.zip,Packmaster Alpha's Command Combat Magic Upgrade 0723,Packmaster,Feral Vanguard,Coordinated Assault,Alpha's Command,The Sylvan Juggernaut,The Data-Forged Evolvarch,Beastmaster Thorne,acid rain,root snare,eclipse violet rim,8,12,5,11,83146
724,0724_orbital_striker_the_master_aviator_combat_magic_upgrade_0724.zip,Orbital Striker The Master Aviator Combat Magic Upgrade 0724,Orbital Striker,Grav-Architect,Meteor Crash,The Master Aviator,The Gnarl-Maws,The Resonance Maestro,Director Vance,snow squall,starfield dust,storm green cast,8,12,5,11,86117
725,0725_scrap_tek_junkyard_turret_combat_magic_upgrade_0725.zip,Scrap-Tek Junkyard Turret Combat Magic Upgrade 0725,Scrap-Tek,Shock-Jockey,Shrapnel Storm,Junkyard Turret,The Aegis Carapace,The Syndicate Lich,The Grand Archivist,zero-g starstorm,glass shard soundwave,molten red noon,8,12,5,11,95075
726,0726_kinetic_juggernaut_the_master_brawler_combat_magic_upgrade_0726.zip,Kinetic Juggernaut The Master Brawler Combat Magic Upgrade 0726,Kinetic Juggernaut,Inertia Bastion,The Stampede,The Master Brawler,The Tremor-Fiend,The Apex Chimera,Tidespeaker Nami,fog bank,root snare,deep-water cyan bloom,8,12,5,11,125198
727,0727_phantom_shift_reality_shatter_combat_magic_upgrade_0727.zip,Phantom-Shift Reality Shatter Combat Magic Upgrade 0727,Phantom-Shift,Glass-Cannon,Temporal Stutter,Reality Shatter,The Scrap-Stalker,The Astral Sovereign,Beastmaster Thorne,tidal surge,starfield dust,archive white-gold,8,12,5,11,86556
728,0728_sylvan_warden_frame_trap_substitution_combat_magic_upgrade_0728.zip,Sylvan Warden Frame-Trap Substitution Combat Magic Upgrade 0728,Sylvan Warden,Root-Binder,Ablative Carapace,Frame-Trap Substitution,The Grid-Rushers,The Null Anomaly,Director Vance,clear dawn,glass shard soundwave,void blacklight sun,8,12,5,11,127030
729,0729_flux_caster_stance_dance_combat_magic_upgrade_0729.zip,Flux-Caster Stance Dance Combat Magic Upgrade 0729,Flux-Caster,Elemental Weaver,Elemental Ward,Stance Dance,The Siphon-Ticks,The Ivory Behemoth,The Grand Archivist,amber dusk,root snare,festival magenta sun,8,12,5,11,109344
730,0730_protocol_weaver_structural_rewrite_combat_magic_upgrade_0730.zip,Protocol Weaver Structural Rewrite Combat Magic Upgrade 0730,Protocol Weaver,Anomaly,Timeline Splintering,Structural Rewrite,The Venom-Spitter,The Ascendant Colossus,Tidespeaker Nami,acid rain,starfield dust,cold blue sunrise,8,12,5,11,109070
731,0731_apex_mutator_dna_siphon_combat_magic_upgrade_0731.zip,Apex Mutator DNA Siphon Combat Magic Upgrade 0731,Apex Mutator,Chimera Strand,Feral Regeneration,DNA Siphon,Nexus Warden,The Resonant Behemoth,Beastmaster Thorne,snow squall,glass shard soundwave,golden sanctuary sun,8,12,5,11,126472
732,0732_resonant_the_bass_drop_combat_magic_upgrade_0732.zip,Resonant The Bass Drop Combat Magic Upgrade 0732,Resonant,Sonic Vanguard,Acoustic Shielding,The Bass Drop,The Void Anomaly,The Data-Forged Evolvarch,Director Vance,zero-g starstorm,root snare,ash-orange glare,8,12,5,11,109721
733,0733_packmaster_launching_bite_combat_magic_upgrade_0733.zip,Packmaster Launching Bite Combat Magic Upgrade 0733,Packmaster,Outward Hunter,Flanking Maneuvers,Launching Bite,The Scrap-Phalanx,The Resonance Maestro,The Grand Archivist,fog bank,starfield dust,eclipse violet rim,8,12,5,11,83002
734,0734_orbital_striker_exosphere_stasis_combat_magic_upgrade_0734.zip,Orbital Striker Exosphere Stasis Combat Magic Upgrade 0734,Orbital Striker,Orbital Bombardment,Singularity Tether,Exosphere Stasis,The Iron-Jaw Hound,The Syndicate Lich,Tidespeaker Nami,tidal surge,glass shard soundwave,storm green cast,8,12,5,11,87652
735,0735_scrap_tek_hydraulic_piston_combat_magic_upgrade_0735.zip,Scrap-Tek Hydraulic Piston Combat Magic Upgrade 0735,Scrap-Tek,Exo-Brawler,Overcharge,Hydraulic Piston,The Nexus Swarmers,The Apex Chimera,Beastmaster Thorne,clear dawn,root snare,molten red noon,8,12,5,11,95241
736,0736_kinetic_juggernaut_juggernaut_charge_combat_magic_upgrade_0736.zip,Kinetic Juggernaut Juggernaut Charge Combat Magic Upgrade 0736,Kinetic Juggernaut,Counter-Weight,Tectonic Slams,Juggernaut Charge,The Sylvan Juggernaut,The Astral Sovereign,Director Vance,amber dusk,starfield dust,deep-water cyan bloom,8,12,5,11,126157
737,0737_phantom_shift_chrono_collapse_combat_magic_upgrade_0737.zip,Phantom-Shift Chrono-Collapse Combat Magic Upgrade 0737,Phantom-Shift,Void-Walker,Sensory Feedback,Chrono-Collapse,The Gnarl-Maws,The Null Anomaly,The Grand Archivist,acid rain,glass shard soundwave,archive white-gold,8,12,5,11,86979
738,0738_sylvan_warden_vine_pull_combat_magic_upgrade_0738.zip,Sylvan Warden Vine-Pull Combat Magic Upgrade 0738,Sylvan Warden,Iron-Bark,Briar-Patch,Vine-Pull,The Aegis Carapace,The Ivory Behemoth,Tidespeaker Nami,snow squall,root snare,void blacklight sun,8,12,5,11,127175
739,0739_flux_caster_the_maelstrom_combat_magic_upgrade_0739.zip,Flux-Caster The Maelstrom Combat Magic Upgrade 0739,Flux-Caster,Aether-Blade,Magma Flow,The Maelstrom,The Tremor-Fiend,The Ascendant Colossus,Beastmaster Thorne,zero-g starstorm,starfield dust,festival magenta sun,8,12,5,11,108705
740,0740_protocol_weaver_final_revision_combat_magic_upgrade_0740.zip,Protocol Weaver Final Revision Combat Magic Upgrade 0740,Protocol Weaver,Front-Matter Architect,Biomechanical Shift,Final Revision,The Scrap-Stalker,The Resonant Behemoth,Director Vance,fog bank,glass shard soundwave,cold blue sunrise,8,12,5,11,109928
741,0741_apex_mutator_apex_ascendancy_combat_magic_upgrade_0741.zip,Apex Mutator Apex Ascendancy Combat Magic Upgrade 0741,Apex Mutator,Data-Code Deviant,Apex Predator,Apex Ascendancy,The Grid-Rushers,The Data-Forged Evolvarch,The Grand Archivist,tidal surge,root snare,golden sanctuary sun,8,12,5,11,126642
742,0742_resonant_flow_arts_evasion_combat_magic_upgrade_0742.zip,Resonant Flow-Arts Evasion Combat Magic Upgrade 0742,Resonant,Wakaan Mystic,Ethereal Resonance,Flow-Arts Evasion,The Siphon-Ticks,The Resonance Maestro,Tidespeaker Nami,clear dawn,starfield dust,ash-orange glare,8,12,5,11,108142
743,0743_packmaster_the_latch_combat_magic_upgrade_0743.zip,Packmaster The Latch Combat Magic Upgrade 0743,Packmaster,Hound-Rider,Mounted Artillery,The Latch,The Venom-Spitter,The Syndicate Lich,Beastmaster Thorne,amber dusk,glass shard soundwave,eclipse violet rim,8,12,5,11,83864
744,0744_orbital_striker_orbital_singularity_combat_magic_upgrade_0744.zip,Orbital Striker Orbital Singularity Combat Magic Upgrade 0744,Orbital Striker,Zero-G Brawler,Atmospheric Juggle,Orbital Singularity,Nexus Warden,The Apex Chimera,Director Vance,acid rain,root snare,storm green cast,8,12,5,11,86505
745,0745_scrap_tek_magnetic_tether_combat_magic_upgrade_0745.zip,Scrap-Tek Magnetic Tether Combat Magic Upgrade 0745,Scrap-Tek,Scavenger,Magnetic Harvester,Magnetic Tether,The Void Anomaly,The Astral Sovereign,The Grand Archivist,snow squall,starfield dust,molten red noon,8,12,5,11,95846
746,0746_kinetic_juggernaut_the_haymaker_combat_magic_upgrade_0746.zip,Kinetic Juggernaut The Haymaker Combat Magic Upgrade 0746,Kinetic Juggernaut,Momentum Engine,Kinetic Absorption,The Haymaker,The Scrap-Phalanx,The Null Anomaly,Tidespeaker Nami,zero-g starstorm,glass shard soundwave,deep-water cyan bloom,8,12,5,11,126351
747,0747_phantom_shift_vaulting_stutter_combat_magic_upgrade_0747.zip,Phantom-Shift Vaulting Stutter Combat Magic Upgrade 0747,Phantom-Shift,Chrono-Blade,Shadow-Anchor,Vaulting Stutter,The Iron-Jaw Hound,The Ivory Behemoth,Beastmaster Thorne,fog bank,root snare,archive white-gold,8,12,5,11,86595
748,0748_sylvan_warden_briar_web_combat_magic_upgrade_0748.zip,Sylvan Warden Briar Web Combat Magic Upgrade 0748,Sylvan Warden,Verdant Weaver,Spore-Cloud,Briar Web,The Nexus Swarmers,The Ascendant Colossus,Director Vance,tidal surge,starfield dust,void blacklight sun,8,12,5,11,127146
749,0749_flux_caster_ley_line_pull_combat_magic_upgrade_0749.zip,Flux-Caster Ley-Line Pull Combat Magic Upgrade 0749,Flux-Caster,Storm-Caller,Superconduct,Ley-Line Pull,The Sylvan Juggernaut,The Resonant Behemoth,The Grand Archivist,clear dawn,glass shard soundwave,festival magenta sun,8,12,5,11,109564
750,0750_protocol_weaver_frame_trap_combat_magic_upgrade_0750.zip,Protocol Weaver Frame-Trap Combat Magic Upgrade 0750,Protocol Weaver,Evolutionary Coder,Reality Tearing,Frame-Trap,The Gnarl-Maws,The Data-Forged Evolvarch,Tidespeaker Nami,amber dusk,root snare,cold blue sunrise,8,12,5,11,110509
751,0751_apex_mutator_omega_cleave_combat_magic_upgrade_0751.zip,Apex Mutator Omega Cleave Combat Magic Upgrade 0751,Apex Mutator,Primal Catalyst,Venomous Adaptation,Omega Cleave,The Aegis Carapace,The Resonance Maestro,Beastmaster Thorne,acid rain,starfield dust,golden sanctuary sun,8,12,5,11,126482
752,0752_resonant_the_master_mixer_combat_magic_upgrade_0752.zip,Resonant The Master Mixer Combat Magic Upgrade 0752,Resonant,Sub-Bass Architect,Accelerando,The Master Mixer,The Tremor-Fiend,The Syndicate Lich,Director Vance,snow squall,glass shard soundwave,ash-orange glare,8,12,5,11,109261
753,0753_packmaster_dual_latch_combat_magic_upgrade_0753.zip,Packmaster Dual-Latch Combat Magic Upgrade 0753,Packmaster,Alpha-Handler,Pack Mentality,Dual-Latch,The Scrap-Stalker,The Apex Chimera,The Grand Archivist,zero-g starstorm,root snare,eclipse violet rim,8,12,5,11,83810
754,0754_orbital_striker_the_grav_lift_combat_magic_upgrade_0754.zip,Orbital Striker The Grav-Lift Combat Magic Upgrade 0754,Orbital Striker,Thruster-Junkie,Exhaust Burn,The Grav-Lift,The Grid-Rushers,The Astral Sovereign,Tidespeaker Nami,fog bank,starfield dust,storm green cast,8,12,5,11,86422
755,0755_scrap_tek_junkyard_titan_combat_magic_upgrade_0755.zip,Scrap-Tek Junkyard Titan Combat Magic Upgrade 0755,Scrap-Tek,Field-Mechanic,Hunter-Killer Drones,Junkyard Titan,The Siphon-Ticks,The Null Anomaly,Beastmaster Thorne,tidal surge,glass shard soundwave,molten red noon,8,12,5,11,95644
756,0756_kinetic_juggernaut_perfect_deflection_combat_magic_upgrade_0756.zip,Kinetic Juggernaut Perfect Deflection Combat Magic Upgrade 0756,Kinetic Juggernaut,Seismic Brawler,Heavy Grapple,Perfect Deflection,The Venom-Spitter,The Ivory Behemoth,Director Vance,clear dawn,root snare,deep-water cyan bloom,8,12,5,11,125586
757,0757_phantom_shift_stutter_step_combat_magic_upgrade_0757.zip,Phantom-Shift Stutter-Step Combat Magic Upgrade 0757,Phantom-Shift,Neural-Linker,Synaptic Overload,Stutter-Step,Nexus Warden,The Ascendant Colossus,The Grand Archivist,amber dusk,starfield dust,archive white-gold,8,12,5,11,87282
758,0758_sylvan_warden_bramble_slam_combat_magic_upgrade_0758.zip,Sylvan Warden Bramble-Slam Combat Magic Upgrade 0758,Sylvan Warden,Apex Flora,Canopy Assault,Bramble-Slam,The Void Anomaly,The Resonant Behemoth,Tidespeaker Nami,acid rain,glass shard soundwave,void blacklight sun,8,12,5,11,127676
759,0759_flux_caster_flux_parry_combat_magic_upgrade_0759.zip,Flux-Caster Flux-Parry Combat Magic Upgrade 0759,Flux-Caster,Geo-Mage,Blizzard,Flux-Parry,The Scrap-Phalanx,The Data-Forged Evolvarch,Beastmaster Thorne,snow squall,root snare,festival magenta sun,8,12,5,11,109258
760,0760_protocol_weaver_the_red_pen_combat_magic_upgrade_0760.zip,Protocol Weaver The Red Pen Combat Magic Upgrade 0760,Protocol Weaver,EPI-Savant,Lethal Formatting,The Red Pen,The Iron-Jaw Hound,The Resonance Maestro,Director Vance,zero-g starstorm,starfield dust,cold blue sunrise,8,12,5,11,109500
761,0761_apex_mutator_beta_trigger_combat_magic_upgrade_0761.zip,Apex Mutator Beta Trigger Combat Magic Upgrade 0761,Apex Mutator,Biomech Beast,Corrupted File,Beta Trigger,The Nexus Swarmers,The Syndicate Lich,The Grand Archivist,fog bank,glass shard soundwave,golden sanctuary sun,8,12,5,11,126379
762,0762_resonant_frame_trap_combat_magic_upgrade_0762.zip,Resonant Frame-Trap Combat Magic Upgrade 0762,Resonant,Tempo-Weaver,Psychoacoustic Illusion,Frame-Trap,The Sylvan Juggernaut,The Apex Chimera,Tidespeaker Nami,tidal surge,root snare,ash-orange glare,8,12,5,11,108379
763,0763_packmaster_meat_shield_combat_magic_upgrade_0763.zip,Packmaster Meat-Shield Combat Magic Upgrade 0763,Packmaster,Feral Vanguard,The Stampede,Meat-Shield,The Gnarl-Maws,The Astral Sovereign,Beastmaster Thorne,clear dawn,starfield dust,eclipse violet rim,8,12,5,11,83445
764,0764_orbital_striker_tractor_grapple_combat_magic_upgrade_0764.zip,Orbital Striker Tractor Grapple Combat Magic Upgrade 0764,Orbital Striker,Grav-Architect,Satellite Painting,Tractor Grapple,The Aegis Carapace,The Null Anomaly,Director Vance,amber dusk,glass shard soundwave,storm green cast,8,12,5,11,87096
765,0765_scrap_tek_emp_grid_combat_magic_upgrade_0765.zip,Scrap-Tek EMP Grid Combat Magic Upgrade 0765,Scrap-Tek,Shock-Jockey,Hydraulic Leap,EMP Grid,The Tremor-Fiend,The Ivory Behemoth,The Grand Archivist,acid rain,root snare,molten red noon,8,12,5,11,94917
766,0766_kinetic_juggernaut_the_asteroid_combat_magic_upgrade_0766.zip,Kinetic Juggernaut The Asteroid Combat Magic Upgrade 0766,Kinetic Juggernaut,Inertia Bastion,Reactive Armor,The Asteroid,The Scrap-Stalker,The Ascendant Colossus,Tidespeaker Nami,snow squall,starfield dust,deep-water cyan bloom,8,12,5,11,125160
767,0767_phantom_shift_singularity_event_combat_magic_upgrade_0767.zip,Phantom-Shift Singularity Event Combat Magic Upgrade 0767,Phantom-Shift,Glass-Cannon,Momentum Drift,Singularity Event,The Grid-Rushers,The Resonant Behemoth,Beastmaster Thorne,zero-g starstorm,glass shard soundwave,archive white-gold,8,12,5,11,86631
768,0768_sylvan_warden_vine_whip_combat_magic_upgrade_0768.zip,Sylvan Warden Vine-Whip Combat Magic Upgrade 0768,Sylvan Warden,Root-Binder,Thorns & Tethers,Vine-Whip,The Siphon-Ticks,The Data-Forged Evolvarch,Director Vance,fog bank,root snare,void blacklight sun,8,12,5,11,127685
769,0769_flux_caster_avatar_of_flux_combat_magic_upgrade_0769.zip,Flux-Caster Avatar of Flux Combat Magic Upgrade 0769,Flux-Caster,Elemental Weaver,Thermal Shock,Avatar of Flux,The Venom-Spitter,The Resonance Maestro,The Grand Archivist,tidal surge,starfield dust,festival magenta sun,8,12,5,11,109088
770,0770_protocol_weaver_syntax_strike_combat_magic_upgrade_0770.zip,Protocol Weaver Syntax Strike Combat Magic Upgrade 0770,Protocol Weaver,Anomaly,Structural Revision,Syntax Strike,Nexus Warden,The Syndicate Lich,Tidespeaker Nami,clear dawn,glass shard soundwave,cold blue sunrise,8,12,5,11,109335
771,0771_apex_mutator_alpha_trigger_combat_magic_upgrade_0771.zip,Apex Mutator Alpha Trigger Combat Magic Upgrade 0771,Apex Mutator,Chimera Strand,Scrap-Armor,Alpha Trigger,The Void Anomaly,The Apex Chimera,Beastmaster Thorne,amber dusk,root snare,golden sanctuary sun,8,12,5,11,125836
772,0772_resonant_tremor_vault_combat_magic_upgrade_0772.zip,Resonant Tremor Vault Combat Magic Upgrade 0772,Resonant,Sonic Vanguard,Kinetic Amplification,Tremor Vault,The Scrap-Phalanx,The Astral Sovereign,Director Vance,acid rain,starfield dust,ash-orange glare,8,12,5,11,108847
