npc_id,npc_name,region,sub_location,area,role,archetype,file
03_western_wastes_and_arid_plains.01_the_resonant_peaks.07.05,"Ren Rootborne, Specialist of Choir",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Choir Pass,Ranger,navigator,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/07_choir_pass/05_ren_rootborne_specialist_of_choir.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.07.06,"Vexa Wayfare, Keeper under Choir",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Choir Pass,Specialist,worker,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/07_choir_pass/06_vexa_wayfare_keeper_under_choir.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.07.07,"Eryk Glassroot, Engineer from Choir",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Choir Pass,Captain,warden,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/07_choir_pass/07_eryk_glassroot_engineer_from_choir.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.07.08,"Asha Gantryn, Archivist at Choir",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Choir Pass,Diver,mystic,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/07_choir_pass/08_asha_gantryn_archivist_at_choir.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.07.09,"Keir Trenchmark, Scout near Choir",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Choir Pass,Keeper,archivist,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/07_choir_pass/09_keir_trenchmark_scout_near_choir.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.07.10,"Zerin Mossguard, Operator of Choir",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Choir Pass,Mechanist,sentinel,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/07_choir_pass/10_zerin_mossguard_operator_of_choir.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.07.11,"Mirek Cinderholt, Oracle of Choir",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Choir Pass,Navigator,scout,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/07_choir_pass/11_mirek_cinderholt_oracle_of_choir.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.07.12,"Varren Latchward, Archivist near Choir",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Choir Pass,Watcher,merchant,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/07_choir_pass/12_varren_latchward_archivist_near_choir.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.07.13,"Soren Wayfare, Pilgrim at Choir",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Choir Pass,Oracle,sentinel,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/07_choir_pass/13_soren_wayfare_pilgrim_at_choir.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.07.14,"Auren Rootborne, Archivist at Choir",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Choir Pass,Keeper,archivist,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/07_choir_pass/14_auren_rootborne_archivist_at_choir.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.07.15,"Ren Voidrill, Broker near Choir",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Choir Pass,Diver,scout,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/07_choir_pass/15_ren_voidrill_broker_near_choir.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.07.16,"Korra Rootborne, Tactician of Choir",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Choir Pass,Cartographer,pilot,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/07_choir_pass/16_korra_rootborne_tactician_of_choir.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.07.17,"Pax Runeclasp, Scout from Choir",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Choir Pass,Captain,navigator,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/07_choir_pass/17_pax_runeclasp_scout_from_choir.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.07.18,"Quill Emberkin, Custodian from Choir",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Choir Pass,Tamer,sentinel,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/07_choir_pass/18_quill_emberkin_custodian_from_choir.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.07.19,"Pax Spirebound, Tactician of Choir",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Choir Pass,Medic,scout,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/07_choir_pass/19_pax_spirebound_tactician_of_choir.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.07.20,"Cassian Gravesong, Keeper at Choir",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Choir Pass,Tactician,engineer,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/07_choir_pass/20_cassian_gravesong_keeper_at_choir.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.08.01,"Noor Runeclasp, Specialist under Watcher",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Watcher Ledge,Archivist,navigator,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/08_watcher_ledge/01_noor_runeclasp_specialist_under_watcher.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.08.02,"Kael Ashvein, Archivist near Watcher",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Watcher Ledge,Guide,merchant,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/08_watcher_ledge/02_kael_ashvein_archivist_near_watcher.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.08.03,"Quill Glassroot, Pilgrim from Watcher",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Watcher Ledge,Diver,scout,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/08_watcher_ledge/03_quill_glassroot_pilgrim_from_watcher.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.08.04,"Lio Ashvein, Ranger of Watcher",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Watcher Ledge,Oracle,medic,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/08_watcher_ledge/04_lio_ashvein_ranger_of_watcher.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.08.05,"Bex Cragwarden, Courier at Watcher",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Watcher Ledge,Fixer,sentinel,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/08_watcher_ledge/05_bex_cragwarden_courier_at_watcher.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.08.06,"Elo Riftwalker, Custodian under Watcher",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Watcher Ledge,Scout,pilot,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/08_watcher_ledge/06_elo_riftwalker_custodian_under_watcher.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.08.07,"Varren Voxmere, Keeper from Watcher",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Watcher Ledge,Cartographer,worker,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/08_watcher_ledge/07_varren_voxmere_keeper_from_watcher.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.08.08,"Keir Wayfare, Fixer near Watcher",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Watcher Ledge,Tamer,worker,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/08_watcher_ledge/08_keir_wayfare_fixer_near_watcher.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.08.09,"Elo Rootborne, Oracle near Watcher",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Watcher Ledge,Mechanist,pilot,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/08_watcher_ledge/09_elo_rootborne_oracle_near_watcher.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.08.10,"Pax Emberkin, Responder from Watcher",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Watcher Ledge,Keeper,tamer,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/08_watcher_ledge/10_pax_emberkin_responder_from_watcher.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.08.11,"Orin Holloway, Pilgrim from Watcher",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Watcher Ledge,Herald,navigator,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/08_watcher_ledge/11_orin_holloway_pilgrim_from_watcher.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.08.12,"Ossa Wayfare, Specialist under Watcher",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Watcher Ledge,Responder,tamer,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/08_watcher_ledge/12_ossa_wayfare_specialist_under_watcher.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.08.13,"Astra Voidrill, Marshal under Watcher",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Watcher Ledge,Ranger,sentinel,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/08_watcher_ledge/13_astra_voidrill_marshal_under_watcher.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.08.14,"Vexa Riftwalker, Keeper at Watcher",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Watcher Ledge,Warden,mystic,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/08_watcher_ledge/14_vexa_riftwalker_keeper_at_watcher.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.08.15,"Selka Trenchmark, Smith from Watcher",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Watcher Ledge,Fixer,pilot,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/08_watcher_ledge/15_selka_trenchmark_smith_from_watcher.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.08.16,"Sarai Ashvein, Smith at Watcher",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Watcher Ledge,Ranger,engineer,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/08_watcher_ledge/16_sarai_ashvein_smith_at_watcher.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.08.17,"Eryk Latchward, Operator under Watcher",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Watcher Ledge,Oracle,archivist,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/08_watcher_ledge/17_eryk_latchward_operator_under_watcher.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.08.18,"Luma Chromabell, Scout from Watcher",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Watcher Ledge,Sentinel,mystic,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/08_watcher_ledge/18_luma_chromabell_scout_from_watcher.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.08.19,"Lio Dubwater, Guide under Watcher",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Watcher Ledge,Ranger,scout,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/08_watcher_ledge/19_lio_dubwater_guide_under_watcher.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.08.20,"Selka Nullborne, Operator from Watcher",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Watcher Ledge,Cartographer,warden,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/08_watcher_ledge/20_selka_nullborne_operator_from_watcher.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.09.01,"Juno Brightlock, Broker of Resonance",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Resonance Towers,Herald,engineer,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/09_resonance_towers/01_juno_brightlock_broker_of_resonance.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.09.02,"Maelis Deepwell, Tactician under Resonance",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Resonance Towers,Archivist,engineer,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/09_resonance_towers/02_maelis_deepwell_tactician_under_resonance.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.09.03,"Orin Cragwarden, Marshal under Resonance",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Resonance Towers,Mechanist,mystic,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/09_resonance_towers/03_orin_cragwarden_marshal_under_resonance.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.09.04,"Auren Starfall, Guide at Resonance",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Resonance Towers,Keeper,warden,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/09_resonance_towers/04_auren_starfall_guide_at_resonance.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.09.05,"Bex Whispercoil, Archivist under Resonance",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Resonance Towers,Pilgrim,archivist,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/09_resonance_towers/05_bex_whispercoil_archivist_under_resonance.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.09.06,"Yara Latchward, Sentinel under Resonance",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Resonance Towers,Mechanist,merchant,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/09_resonance_towers/06_yara_latchward_sentinel_under_resonance.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.09.07,"Astra Ironwake, Warden near Resonance",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Resonance Towers,Navigator,engineer,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/09_resonance_towers/07_astra_ironwake_warden_near_resonance.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.09.08,"Rook Nullborne, Custodian of Resonance",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Resonance Towers,Fixer,pilot,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/09_resonance_towers/08_rook_nullborne_custodian_of_resonance.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.09.09,"Luma Skyharrow, Watcher under Resonance",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Resonance Towers,Herald,tamer,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/09_resonance_towers/09_luma_skyharrow_watcher_under_resonance.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.09.10,"Korra Dubwater, Smith of Resonance",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Resonance Towers,Broker,sentinel,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/09_resonance_towers/10_korra_dubwater_smith_of_resonance.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.09.11,"Maelis Emberkin, Sentinel at Resonance",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Resonance Towers,Archivist,sentinel,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/09_resonance_towers/11_maelis_emberkin_sentinel_at_resonance.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.09.12,"Noor Echohand, Medic from Resonance",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Resonance Towers,Guide,mystic,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/09_resonance_towers/12_noor_echohand_medic_from_resonance.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.09.13,"Noor Latchward, Tactician at Resonance",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Resonance Towers,Captain,worker,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/09_resonance_towers/13_noor_latchward_tactician_at_resonance.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.09.14,"Bryn Gearmantle, Cartographer under Resonance",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Resonance Towers,Marshal,engineer,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/09_resonance_towers/14_bryn_gearmantle_cartographer_under_resonance.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.09.15,"Bex Ironwake, Sentinel from Resonance",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Resonance Towers,Oracle,tamer,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/09_resonance_towers/15_bex_ironwake_sentinel_from_resonance.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.09.16,"Varren Trenchmark, Warden at Resonance",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Resonance Towers,Ranger,engineer,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/09_resonance_towers/16_varren_trenchmark_warden_at_resonance.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.09.17,"Sable Riftwalker, Navigator from Resonance",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Resonance Towers,Navigator,worker,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/09_resonance_towers/17_sable_riftwalker_navigator_from_resonance.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.09.18,"Keir Voidrill, Tactician of Resonance",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Resonance Towers,Custodian,archivist,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/09_resonance_towers/18_keir_voidrill_tactician_of_resonance.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.09.19,"Luma Ashvein, Smith from Resonance",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Resonance Towers,Medic,medic,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/09_resonance_towers/19_luma_ashvein_smith_from_resonance.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.09.20,"Sarai Riftwalker, Courier at Resonance",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Resonance Towers,Warden,merchant,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/09_resonance_towers/20_sarai_riftwalker_courier_at_resonance.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.10.01,"Tamsin Gravesong, Engineer under Deep",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Deep Echo Cavern,Navigator,scout,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/10_deep_echo_cavern/01_tamsin_gravesong_engineer_under_deep.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.10.02,"Zerin Ironwake, Warden of Deep",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Deep Echo Cavern,Guide,engineer,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/10_deep_echo_cavern/02_zerin_ironwake_warden_of_deep.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.10.03,"Soren Runeclasp, Navigator near Deep",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Deep Echo Cavern,Warden,warden,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/10_deep_echo_cavern/03_soren_runeclasp_navigator_near_deep.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.10.04,"Draven Dubwater, Captain near Deep",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Deep Echo Cavern,Specialist,merchant,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/10_deep_echo_cavern/04_draven_dubwater_captain_near_deep.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.10.05,"Tovin Latchward, Watcher of Deep",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Deep Echo Cavern,Navigator,scout,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/10_deep_echo_cavern/05_tovin_latchward_watcher_of_deep.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.10.06,"Luma Tideforged, Watcher at Deep",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Deep Echo Cavern,Medic,worker,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/10_deep_echo_cavern/06_luma_tideforged_watcher_at_deep.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.10.07,"Auren Skyharrow, Responder from Deep",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Deep Echo Cavern,Cartographer,navigator,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/10_deep_echo_cavern/07_auren_skyharrow_responder_from_deep.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.10.08,"Vexa Gantryn, Specialist under Deep",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Deep Echo Cavern,Specialist,engineer,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/10_deep_echo_cavern/08_vexa_gantryn_specialist_under_deep.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.10.09,"Tamsin Nullborne, Keeper under Deep",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Deep Echo Cavern,Watcher,warden,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/10_deep_echo_cavern/09_tamsin_nullborne_keeper_under_deep.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.10.10,"Rook Rootborne, Ranger at Deep",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Deep Echo Cavern,Navigator,mystic,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/10_deep_echo_cavern/10_rook_rootborne_ranger_at_deep.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.10.11,"Nyra Wayfare, Fixer near Deep",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Deep Echo Cavern,Smith,mystic,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/10_deep_echo_cavern/11_nyra_wayfare_fixer_near_deep.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.10.12,"Kiva Cragwarden, Mechanist under Deep",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Deep Echo Cavern,Archivist,warden,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/10_deep_echo_cavern/12_kiva_cragwarden_mechanist_under_deep.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.10.13,"Juno Cinderholt, Fixer under Deep",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Deep Echo Cavern,Herald,pilot,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/10_deep_echo_cavern/13_juno_cinderholt_fixer_under_deep.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.10.14,"Auren Tideforged, Broker at Deep",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Deep Echo Cavern,Warden,merchant,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/10_deep_echo_cavern/14_auren_tideforged_broker_at_deep.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.10.15,"Zerin Deepwell, Specialist at Deep",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Deep Echo Cavern,Warden,merchant,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/10_deep_echo_cavern/15_zerin_deepwell_specialist_at_deep.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.10.16,"Asha Gantryn, Marshal near Deep",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Deep Echo Cavern,Cartographer,navigator,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/10_deep_echo_cavern/16_asha_gantryn_marshal_near_deep.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.10.17,"Maelis Emberkin, Sentinel at Deep",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Deep Echo Cavern,Sentinel,tamer,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/10_deep_echo_cavern/17_maelis_emberkin_sentinel_at_deep.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.10.18,"Maven Signalborn, Broker near Deep",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Deep Echo Cavern,Specialist,archivist,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/10_deep_echo_cavern/18_maven_signalborn_broker_near_deep.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.10.19,"Eryk Gravesong, Medic at Deep",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Deep Echo Cavern,Courier,scout,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/10_deep_echo_cavern/19_eryk_gravesong_medic_at_deep.glb
03_western_wastes_and_arid_plains.01_the_resonant_peaks.10.20,"Makoa Whispercoil, Sentinel of Deep",03 Western Wastes And Arid Plains,01 The Resonant Peaks,Deep Echo Cavern,Engineer,tamer,sub_locations/03_western_wastes_and_arid_plains/01_the_resonant_peaks/10_deep_echo_cavern/20_makoa_whispercoil_sentinel_of_deep.glb
03_western_wastes_and_arid_plains.02_the_sonic_badlands.01.01,"Isolde Ironwake, Engineer under Tuning",03 Western Wastes And Arid Plains,02 The Sonic Badlands,Tuning Fork Expanse,Mechanist,navigator,sub_locations/03_western_wastes_and_arid_plains/02_the_sonic_badlands/01_tuning_fork_expanse/01_isolde_ironwake_engineer_under_tuning.glb
03_western_wastes_and_arid_plains.02_the_sonic_badlands.01.02,"Ren Frostrelay, Navigator near Tuning",03 Western Wastes And Arid Plains,02 The Sonic Badlands,Tuning Fork Expanse,Courier,archivist,sub_locations/03_western_wastes_and_arid_plains/02_the_sonic_badlands/01_tuning_fork_expanse/02_ren_frostrelay_navigator_near_tuning.glb
03_western_wastes_and_arid_plains.02_the_sonic_badlands.01.03,"Draven Ashvein, Scout under Tuning",03 Western Wastes And Arid Plains,02 The Sonic Badlands,Tuning Fork Expanse,Diver,warden,sub_locations/03_western_wastes_and_arid_plains/02_the_sonic_badlands/01_tuning_fork_expanse/03_draven_ashvein_scout_under_tuning.glb
03_western_wastes_and_arid_plains.02_the_sonic_badlands.01.04,"Nix Deepwell, Runner near Tuning",03 Western Wastes And Arid Plains,02 The Sonic Badlands,Tuning Fork Expanse,Guide,worker,sub_locations/03_western_wastes_and_arid_plains/02_the_sonic_badlands/01_tuning_fork_expanse/04_nix_deepwell_runner_near_tuning.glb
03_western_wastes_and_arid_plains.02_the_sonic_badlands.01.05,"Varren Skyharrow, Runner at Tuning",03 Western Wastes And Arid Plains,02 The Sonic Badlands,Tuning Fork Expanse,Keeper,navigator,sub_locations/03_western_wastes_and_arid_plains/02_the_sonic_badlands/01_tuning_fork_expanse/05_varren_skyharrow_runner_at_tuning.glb
03_western_wastes_and_arid_plains.02_the_sonic_badlands.01.06,"Edda Dubwater, Guide from Tuning",03 Western Wastes And Arid Plains,02 The Sonic Badlands,Tuning Fork Expanse,Warden,medic,sub_locations/03_western_wastes_and_arid_plains/02_the_sonic_badlands/01_tuning_fork_expanse/06_edda_dubwater_guide_from_tuning.glb
03_western_wastes_and_arid_plains.02_the_sonic_badlands.01.07,"Vexa Starfall, Keeper at Tuning",03 Western Wastes And Arid Plains,02 The Sonic Badlands,Tuning Fork Expanse,Ranger,navigator,sub_locations/03_western_wastes_and_arid_plains/02_the_sonic_badlands/01_tuning_fork_expanse/07_vexa_starfall_keeper_at_tuning.glb
03_western_wastes_and_arid_plains.02_the_sonic_badlands.01.08,"Maelis Gantryn, Tamer at Tuning",03 Western Wastes And Arid Plains,02 The Sonic Badlands,Tuning Fork Expanse,Marshal,pilot,sub_locations/03_western_wastes_and_arid_plains/02_the_sonic_badlands/01_tuning_fork_expanse/08_maelis_gantryn_tamer_at_tuning.glb
